Date,Index_Name,Sub_Index,PE,PB,Div_Yield
2026-03-05,NIFTY ALPHA 50,Strategy Indices,30.78,4.28,0.59
2026-03-06,NIFTY ALPHA 50,Strategy Indices,30.53,4.25,0.61
2026-03-09,NIFTY ALPHA 50,Strategy Indices,29.93,4.16,0.62
2026-03-10,NIFTY ALPHA 50,Strategy Indices,30.61,4.26,0.6
2026-03-11,NIFTY ALPHA 50,Strategy Indices,30.01,4.18,0.61
2026-03-12,NIFTY ALPHA 50,Strategy Indices,29.75,4.14,0.61
2026-03-13,NIFTY ALPHA 50,Strategy Indices,29.06,4.04,0.63
2026-03-16,NIFTY ALPHA 50,Strategy Indices,29.13,4.05,0.63
2026-03-17,NIFTY ALPHA 50,Strategy Indices,29.52,4.11,0.62
2026-03-18,NIFTY ALPHA 50,Strategy Indices,29.97,4.17,0.61
2026-03-19,NIFTY ALPHA 50,Strategy Indices,28.98,4.03,0.63
2026-03-20,NIFTY ALPHA 50,Strategy Indices,29.02,4.04,0.63
2026-03-23,NIFTY ALPHA 50,Strategy Indices,27.86,3.88,0.66
2026-03-24,NIFTY ALPHA 50,Strategy Indices,28.57,3.98,0.64
2026-03-25,NIFTY ALPHA 50,Strategy Indices,29.39,4.09,0.62
2026-03-27,NIFTY ALPHA 50,Strategy Indices,28.51,3.97,0.64
2026-03-30,NIFTY ALPHA 50,Strategy Indices,23.91,3.73,0.9
2026-04-01,NIFTY ALPHA 50,Strategy Indices,24.61,3.84,0.88
2026-04-02,NIFTY ALPHA 50,Strategy Indices,24.48,3.82,0.88
2026-04-06,NIFTY ALPHA 50,Strategy Indices,24.93,3.89,0.86
2026-04-07,NIFTY ALPHA 50,Strategy Indices,24.91,3.89,0.86
2026-04-08,NIFTY ALPHA 50,Strategy Indices,26.11,4.08,0.83
2026-04-09,NIFTY ALPHA 50,Strategy Indices,26.21,4.09,0.82
2026-04-10,NIFTY ALPHA 50,Strategy Indices,26.78,4.18,0.8
2026-04-13,NIFTY ALPHA 50,Strategy Indices,26.61,4.15,0.81
2026-04-15,NIFTY ALPHA 50,Strategy Indices,27.05,4.22,0.8
2026-04-16,NIFTY ALPHA 50,Strategy Indices,27.14,4.24,0.79
2026-04-17,NIFTY ALPHA 50,Strategy Indices,27.43,4.28,0.8
2026-04-20,NIFTY ALPHA 50,Strategy Indices,27.39,4.29,0.8
2026-04-21,NIFTY ALPHA 50,Strategy Indices,27.45,4.3,0.8
2026-04-22,NIFTY ALPHA 50,Strategy Indices,27.53,4.31,0.79
2026-04-23,NIFTY ALPHA 50,Strategy Indices,27.38,4.29,0.8
2026-04-24,NIFTY ALPHA 50,Strategy Indices,27.26,4.27,0.8
2026-04-27,NIFTY ALPHA 50,Strategy Indices,27.43,4.3,0.78
2026-04-28,NIFTY ALPHA 50,Strategy Indices,27.02,4.29,0.79
2026-04-29,NIFTY ALPHA 50,Strategy Indices,27.15,4.31,0.78
2026-04-30,NIFTY ALPHA 50,Strategy Indices,27.02,4.29,0.79
2026-03-02,NIFTY ALPHALOWVOL,Strategy Indices,31.88,4.76,0.7
2026-03-04,NIFTY ALPHALOWVOL,Strategy Indices,31.29,4.67,0.71
2026-03-05,NIFTY ALPHALOWVOL,Strategy Indices,31.58,4.71,0.71
2026-03-06,NIFTY ALPHALOWVOL,Strategy Indices,31.23,4.66,0.72
2026-03-09,NIFTY ALPHALOWVOL,Strategy Indices,30.6,4.57,0.73
2026-03-10,NIFTY ALPHALOWVOL,Strategy Indices,31.04,4.63,0.72
2026-03-11,NIFTY ALPHALOWVOL,Strategy Indices,30.48,4.55,0.74
2026-03-12,NIFTY ALPHALOWVOL,Strategy Indices,30.08,4.49,0.75
2026-03-13,NIFTY ALPHALOWVOL,Strategy Indices,29.53,4.41,0.76
2026-03-16,NIFTY ALPHALOWVOL,Strategy Indices,29.77,4.44,0.76
2026-03-17,NIFTY ALPHALOWVOL,Strategy Indices,29.97,4.47,0.75
2026-03-18,NIFTY ALPHALOWVOL,Strategy Indices,30.21,4.51,0.74
2026-03-19,NIFTY ALPHALOWVOL,Strategy Indices,29.33,4.38,0.77
2026-03-20,NIFTY ALPHALOWVOL,Strategy Indices,29.48,4.4,0.76
2026-03-23,NIFTY ALPHALOWVOL,Strategy Indices,28.6,4.27,0.79
2026-03-24,NIFTY ALPHALOWVOL,Strategy Indices,29.11,4.34,0.77
2026-03-25,NIFTY ALPHALOWVOL,Strategy Indices,29.72,4.44,0.76
2026-03-27,NIFTY ALPHALOWVOL,Strategy Indices,29.15,4.35,0.76
2026-03-30,NIFTY ALPHALOWVOL,Strategy Indices,28.47,4.25,0.79
2026-04-01,NIFTY ALPHALOWVOL,Strategy Indices,28.71,4.28,0.79
2026-04-02,NIFTY ALPHALOWVOL,Strategy Indices,28.61,4.27,0.79
2026-04-06,NIFTY ALPHALOWVOL,Strategy Indices,28.99,4.32,0.78
2026-04-07,NIFTY ALPHALOWVOL,Strategy Indices,29.07,4.33,0.78
2026-04-08,NIFTY ALPHALOWVOL,Strategy Indices,30.12,4.49,0.75
2026-04-09,NIFTY ALPHALOWVOL,Strategy Indices,29.97,4.47,0.75
2026-04-10,NIFTY ALPHALOWVOL,Strategy Indices,30.47,4.54,0.74
2026-04-13,NIFTY ALPHALOWVOL,Strategy Indices,30.17,4.5,0.75
2026-04-15,NIFTY ALPHALOWVOL,Strategy Indices,30.59,4.56,0.74
2026-04-16,NIFTY ALPHALOWVOL,Strategy Indices,30.48,4.54,0.74
2026-04-17,NIFTY ALPHALOWVOL,Strategy Indices,30.75,4.59,0.73
2026-04-20,NIFTY ALPHALOWVOL,Strategy Indices,30.82,4.6,0.73
2026-04-21,NIFTY ALPHALOWVOL,Strategy Indices,30.9,4.63,0.73
2026-04-22,NIFTY ALPHALOWVOL,Strategy Indices,30.79,4.61,0.73
2026-04-23,NIFTY ALPHALOWVOL,Strategy Indices,30.56,4.58,0.73
2026-04-24,NIFTY ALPHALOWVOL,Strategy Indices,30.33,4.54,0.74
2026-04-27,NIFTY ALPHALOWVOL,Strategy Indices,30.62,4.59,0.73
2026-04-28,NIFTY ALPHALOWVOL,Strategy Indices,30.43,4.56,0.74
2026-04-29,NIFTY ALPHALOWVOL,Strategy Indices,30.57,4.58,0.73
2026-04-30,NIFTY ALPHALOWVOL,Strategy Indices,30.4,4.56,0.74
2026-03-02,NIFTY AQL 30,Strategy Indices,32.86,7.74,1.48
2026-03-04,NIFTY AQL 30,Strategy Indices,32.26,7.6,1.51
2026-03-05,NIFTY AQL 30,Strategy Indices,32.6,7.68,1.49
2026-03-06,NIFTY AQL 30,Strategy Indices,32.42,7.64,1.51
2026-03-09,NIFTY AQL 30,Strategy Indices,31.8,7.5,1.54
2026-03-10,NIFTY AQL 30,Strategy Indices,32.33,7.62,1.52
2026-03-11,NIFTY AQL 30,Strategy Indices,31.8,7.5,1.54
2026-03-12,NIFTY AQL 30,Strategy Indices,31.42,7.41,1.56
2026-03-13,NIFTY AQL 30,Strategy Indices,30.88,7.28,1.59
2026-03-16,NIFTY AQL 30,Strategy Indices,30.93,7.29,1.58
2026-03-17,NIFTY AQL 30,Strategy Indices,31.04,7.32,1.58
2026-03-18,NIFTY AQL 30,Strategy Indices,31.3,7.38,1.56
2026-03-19,NIFTY AQL 30,Strategy Indices,30.38,7.16,1.61
2026-03-20,NIFTY AQL 30,Strategy Indices,30.66,7.23,1.6
2026-03-23,NIFTY AQL 30,Strategy Indices,29.83,7.03,1.64
2026-03-24,NIFTY AQL 30,Strategy Indices,30.36,7.16,1.61
2026-03-25,NIFTY AQL 30,Strategy Indices,30.88,7.28,1.59
2026-03-27,NIFTY AQL 30,Strategy Indices,30.26,7.13,1.62
2026-03-30,NIFTY AQL 30,Strategy Indices,29.65,6.99,1.65
2026-04-01,NIFTY AQL 30,Strategy Indices,30.02,7.08,1.63
2026-04-02,NIFTY AQL 30,Strategy Indices,30.0,7.07,1.63
2026-04-06,NIFTY AQL 30,Strategy Indices,30.3,7.14,1.61
2026-04-07,NIFTY AQL 30,Strategy Indices,30.41,7.17,1.6
2026-04-08,NIFTY AQL 30,Strategy Indices,31.21,7.36,1.56
2026-04-09,NIFTY AQL 30,Strategy Indices,31.29,7.38,1.56
2026-04-10,NIFTY AQL 30,Strategy Indices,31.75,7.48,1.53
2026-04-13,NIFTY AQL 30,Strategy Indices,31.29,7.39,1.56
2026-04-15,NIFTY AQL 30,Strategy Indices,31.7,7.48,1.54
2026-04-16,NIFTY AQL 30,Strategy Indices,31.71,7.49,1.53
2026-04-17,NIFTY AQL 30,Strategy Indices,32.25,7.61,1.51
2026-04-20,NIFTY AQL 30,Strategy Indices,32.32,7.63,1.51
2026-04-21,NIFTY AQL 30,Strategy Indices,32.54,7.69,1.49
2026-04-22,NIFTY AQL 30,Strategy Indices,32.53,7.69,1.49
2026-04-23,NIFTY AQL 30,Strategy Indices,32.46,7.69,1.49
2026-04-24,NIFTY AQL 30,Strategy Indices,32.25,7.64,1.5
2026-04-27,NIFTY AQL 30,Strategy Indices,32.44,7.68,1.5
2026-04-28,NIFTY AQL 30,Strategy Indices,32.09,7.65,1.5
2026-04-29,NIFTY AQL 30,Strategy Indices,32.29,7.7,1.49
2026-04-30,NIFTY AQL 30,Strategy Indices,32.11,7.65,1.5
2026-03-02,NIFTY AQLV 30,Strategy Indices,22.31,4.63,1.89
2026-03-04,NIFTY AQLV 30,Strategy Indices,21.97,4.56,1.91
2026-03-05,NIFTY AQLV 30,Strategy Indices,22.19,4.61,1.89
2026-03-06,NIFTY AQLV 30,Strategy Indices,22.03,4.57,1.92
2026-03-09,NIFTY AQLV 30,Strategy Indices,21.62,4.49,1.96
2026-03-10,NIFTY AQLV 30,Strategy Indices,21.9,4.54,1.94
2026-03-11,NIFTY AQLV 30,Strategy Indices,21.58,4.48,1.95
2026-03-12,NIFTY AQLV 30,Strategy Indices,21.41,4.44,1.97
2026-03-13,NIFTY AQLV 30,Strategy Indices,21.05,4.37,2.0
2026-03-16,NIFTY AQLV 30,Strategy Indices,21.08,4.37,2.0
2026-03-17,NIFTY AQLV 30,Strategy Indices,21.14,4.39,1.99
2026-03-18,NIFTY AQLV 30,Strategy Indices,21.3,4.42,1.98
2026-03-19,NIFTY AQLV 30,Strategy Indices,20.7,4.29,2.04
2026-03-20,NIFTY AQLV 30,Strategy Indices,20.87,4.33,2.02
2026-03-23,NIFTY AQLV 30,Strategy Indices,20.32,4.22,2.07
2026-03-24,NIFTY AQLV 30,Strategy Indices,20.64,4.28,2.04
2026-03-25,NIFTY AQLV 30,Strategy Indices,20.92,4.34,2.01
2026-03-27,NIFTY AQLV 30,Strategy Indices,20.59,4.27,2.05
2026-03-30,NIFTY AQLV 30,Strategy Indices,20.23,4.2,2.08
2026-04-01,NIFTY AQLV 30,Strategy Indices,20.48,4.25,2.06
2026-04-02,NIFTY AQLV 30,Strategy Indices,20.51,4.26,2.05
2026-04-06,NIFTY AQLV 30,Strategy Indices,20.7,4.3,2.04
2026-04-07,NIFTY AQLV 30,Strategy Indices,20.83,4.32,2.02
2026-04-08,NIFTY AQLV 30,Strategy Indices,21.36,4.43,1.97
2026-04-09,NIFTY AQLV 30,Strategy Indices,21.35,4.43,1.97
2026-04-10,NIFTY AQLV 30,Strategy Indices,21.56,4.47,1.95
2026-04-13,NIFTY AQLV 30,Strategy Indices,21.25,4.41,1.98
2026-04-15,NIFTY AQLV 30,Strategy Indices,21.59,4.49,1.95
2026-04-16,NIFTY AQLV 30,Strategy Indices,21.56,4.48,1.95
2026-04-17,NIFTY AQLV 30,Strategy Indices,21.84,4.54,1.93
2026-04-20,NIFTY AQLV 30,Strategy Indices,21.84,4.54,1.93
2026-04-21,NIFTY AQLV 30,Strategy Indices,21.98,4.58,1.91
2026-04-22,NIFTY AQLV 30,Strategy Indices,21.81,4.54,1.93
2026-04-23,NIFTY AQLV 30,Strategy Indices,21.74,4.53,1.93
2026-04-24,NIFTY AQLV 30,Strategy Indices,21.49,4.48,1.99
2026-04-27,NIFTY AQLV 30,Strategy Indices,21.66,4.53,1.98
2026-04-28,NIFTY AQLV 30,Strategy Indices,21.49,4.51,1.95
2026-04-29,NIFTY AQLV 30,Strategy Indices,21.65,4.54,1.93
2026-04-30,NIFTY AQLV 30,Strategy Indices,21.61,4.53,1.94
2026-03-02,NIFTY DIV OPPS 50,Strategy Indices,14.35,2.9,2.75
2026-03-04,NIFTY DIV OPPS 50,Strategy Indices,14.08,2.84,2.8
2026-03-05,NIFTY DIV OPPS 50,Strategy Indices,14.2,2.86,2.78
2026-03-06,NIFTY DIV OPPS 50,Strategy Indices,14.07,2.84,2.8
2026-03-09,NIFTY DIV OPPS 50,Strategy Indices,13.81,2.79,2.85
2026-03-10,NIFTY DIV OPPS 50,Strategy Indices,13.95,2.82,2.83
2026-03-11,NIFTY DIV OPPS 50,Strategy Indices,13.82,2.79,2.85
2026-03-12,NIFTY DIV OPPS 50,Strategy Indices,13.81,2.79,2.87
2026-03-13,NIFTY DIV OPPS 50,Strategy Indices,13.53,2.73,2.94
2026-03-16,NIFTY DIV OPPS 50,Strategy Indices,13.52,2.73,2.94
2026-03-17,NIFTY DIV OPPS 50,Strategy Indices,13.53,2.73,2.94
2026-03-18,NIFTY DIV OPPS 50,Strategy Indices,13.65,2.75,2.9
2026-03-19,NIFTY DIV OPPS 50,Strategy Indices,13.26,2.68,2.97
2026-03-20,NIFTY DIV OPPS 50,Strategy Indices,13.4,2.7,2.95
2026-03-23,NIFTY DIV OPPS 50,Strategy Indices,13.08,2.64,3.01
2026-03-24,NIFTY DIV OPPS 50,Strategy Indices,13.23,2.67,2.97
2026-03-25,NIFTY DIV OPPS 50,Strategy Indices,13.42,2.71,2.93
2026-03-27,NIFTY DIV OPPS 50,Strategy Indices,13.21,2.67,3.02
2026-03-30,NIFTY DIV OPPS 50,Strategy Indices,13.51,2.68,3.03
2026-04-01,NIFTY DIV OPPS 50,Strategy Indices,13.76,2.73,2.98
2026-04-02,NIFTY DIV OPPS 50,Strategy Indices,13.81,2.74,2.97
2026-04-06,NIFTY DIV OPPS 50,Strategy Indices,13.97,2.77,2.93
2026-04-07,NIFTY DIV OPPS 50,Strategy Indices,14.12,2.8,2.9
2026-04-08,NIFTY DIV OPPS 50,Strategy Indices,14.47,2.87,2.83
2026-04-09,NIFTY DIV OPPS 50,Strategy Indices,14.46,2.87,2.83
2026-04-10,NIFTY DIV OPPS 50,Strategy Indices,14.53,2.88,2.82
2026-04-13,NIFTY DIV OPPS 50,Strategy Indices,14.38,2.86,2.84
2026-04-15,NIFTY DIV OPPS 50,Strategy Indices,14.65,2.91,2.79
2026-04-16,NIFTY DIV OPPS 50,Strategy Indices,14.69,2.92,2.78
2026-04-17,NIFTY DIV OPPS 50,Strategy Indices,14.85,2.95,2.75
2026-04-20,NIFTY DIV OPPS 50,Strategy Indices,14.88,2.95,2.75
2026-04-21,NIFTY DIV OPPS 50,Strategy Indices,14.95,2.97,2.73
2026-04-22,NIFTY DIV OPPS 50,Strategy Indices,14.81,2.94,2.76
2026-04-23,NIFTY DIV OPPS 50,Strategy Indices,14.65,2.91,2.79
2026-04-24,NIFTY DIV OPPS 50,Strategy Indices,14.41,2.87,2.89
2026-04-27,NIFTY DIV OPPS 50,Strategy Indices,14.51,2.9,2.86
2026-04-28,NIFTY DIV OPPS 50,Strategy Indices,14.35,2.88,2.83
2026-04-29,NIFTY DIV OPPS 50,Strategy Indices,14.44,2.9,2.82
2026-04-30,NIFTY DIV OPPS 50,Strategy Indices,14.41,2.89,2.85
2026-03-02,NIFTY GROWSECT 15,Strategy Indices,29.14,6.73,1.88
2026-03-04,NIFTY GROWSECT 15,Strategy Indices,28.79,6.65,1.9
2026-03-05,NIFTY GROWSECT 15,Strategy Indices,29.06,6.71,1.88
2026-03-06,NIFTY GROWSECT 15,Strategy Indices,28.91,6.68,1.89
2026-03-09,NIFTY GROWSECT 15,Strategy Indices,28.48,6.57,1.92
2026-03-10,NIFTY GROWSECT 15,Strategy Indices,28.77,6.64,1.9
2026-03-11,NIFTY GROWSECT 15,Strategy Indices,28.24,6.52,1.93
2026-03-12,NIFTY GROWSECT 15,Strategy Indices,27.75,6.41,1.97
2026-03-13,NIFTY GROWSECT 15,Strategy Indices,27.27,6.3,2.0
2026-03-16,NIFTY GROWSECT 15,Strategy Indices,27.44,6.33,1.99
2026-03-17,NIFTY GROWSECT 15,Strategy Indices,27.52,6.35,1.99
2026-03-18,NIFTY GROWSECT 15,Strategy Indices,27.86,6.43,1.96
2026-03-19,NIFTY GROWSECT 15,Strategy Indices,26.93,6.22,2.03
2026-03-20,NIFTY GROWSECT 15,Strategy Indices,27.29,6.3,2.0
2026-03-23,NIFTY GROWSECT 15,Strategy Indices,26.76,6.18,2.04
2026-03-24,NIFTY GROWSECT 15,Strategy Indices,27.13,6.26,2.01
2026-03-25,NIFTY GROWSECT 15,Strategy Indices,27.55,6.36,1.98
2026-03-27,NIFTY GROWSECT 15,Strategy Indices,27.2,6.28,2.0
2026-03-30,NIFTY GROWSECT 15,Strategy Indices,28.21,6.67,1.91
2026-04-01,NIFTY GROWSECT 15,Strategy Indices,28.58,6.76,1.88
2026-04-02,NIFTY GROWSECT 15,Strategy Indices,28.71,6.78,1.88
2026-04-06,NIFTY GROWSECT 15,Strategy Indices,28.95,6.84,1.86
2026-04-07,NIFTY GROWSECT 15,Strategy Indices,29.24,6.91,1.84
2026-04-08,NIFTY GROWSECT 15,Strategy Indices,30.02,7.09,1.79
2026-04-09,NIFTY GROWSECT 15,Strategy Indices,29.99,7.09,1.79
2026-04-10,NIFTY GROWSECT 15,Strategy Indices,30.0,7.09,1.79
2026-04-13,NIFTY GROWSECT 15,Strategy Indices,29.33,6.97,1.83
2026-04-15,NIFTY GROWSECT 15,Strategy Indices,29.91,7.11,1.79
2026-04-16,NIFTY GROWSECT 15,Strategy Indices,29.91,7.11,1.79
2026-04-17,NIFTY GROWSECT 15,Strategy Indices,30.09,7.15,1.78
2026-04-20,NIFTY GROWSECT 15,Strategy Indices,30.06,7.14,1.78
2026-04-21,NIFTY GROWSECT 15,Strategy Indices,30.3,7.2,1.77
2026-04-22,NIFTY GROWSECT 15,Strategy Indices,29.89,7.1,1.79
2026-04-23,NIFTY GROWSECT 15,Strategy Indices,29.55,7.04,1.81
2026-04-24,NIFTY GROWSECT 15,Strategy Indices,28.75,6.86,1.85
2026-04-27,NIFTY GROWSECT 15,Strategy Indices,28.92,6.99,1.82
2026-04-28,NIFTY GROWSECT 15,Strategy Indices,28.72,6.94,1.83
2026-04-29,NIFTY GROWSECT 15,Strategy Indices,29.15,7.04,1.81
2026-04-30,NIFTY GROWSECT 15,Strategy Indices,29.07,7.01,1.81
2026-03-02,NIFTY HIGHBETA 50,Strategy Indices,22.32,2.87,1.12
2026-03-04,NIFTY HIGHBETA 50,Strategy Indices,21.75,2.8,1.15
2026-03-05,NIFTY HIGHBETA 50,Strategy Indices,22.22,2.86,1.13
2026-03-06,NIFTY HIGHBETA 50,Strategy Indices,22.02,2.83,1.14
2026-03-09,NIFTY HIGHBETA 50,Strategy Indices,21.56,2.78,1.16
2026-03-10,NIFTY HIGHBETA 50,Strategy Indices,22.06,2.84,1.13
2026-03-11,NIFTY HIGHBETA 50,Strategy Indices,21.8,2.81,1.15
2026-03-12,NIFTY HIGHBETA 50,Strategy Indices,21.89,2.82,1.14
2026-03-13,NIFTY HIGHBETA 50,Strategy Indices,21.26,2.74,1.18
2026-03-16,NIFTY HIGHBETA 50,Strategy Indices,21.21,2.73,1.19
2026-03-17,NIFTY HIGHBETA 50,Strategy Indices,21.51,2.77,1.17
2026-03-18,NIFTY HIGHBETA 50,Strategy Indices,21.93,2.82,1.15
2026-03-19,NIFTY HIGHBETA 50,Strategy Indices,21.16,2.72,1.16
2026-03-20,NIFTY HIGHBETA 50,Strategy Indices,21.22,2.73,1.17
2026-03-23,NIFTY HIGHBETA 50,Strategy Indices,20.17,2.6,1.24
2026-03-24,NIFTY HIGHBETA 50,Strategy Indices,20.62,2.65,1.22
2026-03-25,NIFTY HIGHBETA 50,Strategy Indices,21.23,2.73,1.18
2026-03-27,NIFTY HIGHBETA 50,Strategy Indices,20.69,2.66,1.27
2026-03-30,NIFTY HIGHBETA 50,Strategy Indices,25.77,3.04,1.08
2026-04-01,NIFTY HIGHBETA 50,Strategy Indices,26.85,3.16,1.04
2026-04-02,NIFTY HIGHBETA 50,Strategy Indices,26.87,3.17,1.05
2026-04-06,NIFTY HIGHBETA 50,Strategy Indices,27.49,3.24,1.03
2026-04-07,NIFTY HIGHBETA 50,Strategy Indices,27.58,3.25,1.02
2026-04-08,NIFTY HIGHBETA 50,Strategy Indices,29.12,3.43,0.97
2026-04-09,NIFTY HIGHBETA 50,Strategy Indices,29.17,3.44,0.97
2026-04-10,NIFTY HIGHBETA 50,Strategy Indices,29.65,3.49,0.95
2026-04-13,NIFTY HIGHBETA 50,Strategy Indices,29.64,3.49,0.95
2026-04-15,NIFTY HIGHBETA 50,Strategy Indices,30.46,3.59,0.93
2026-04-16,NIFTY HIGHBETA 50,Strategy Indices,30.92,3.64,0.91
2026-04-17,NIFTY HIGHBETA 50,Strategy Indices,31.43,3.7,0.9
2026-04-20,NIFTY HIGHBETA 50,Strategy Indices,31.23,3.69,0.9
2026-04-21,NIFTY HIGHBETA 50,Strategy Indices,31.26,3.71,0.9
2026-04-22,NIFTY HIGHBETA 50,Strategy Indices,31.7,3.76,0.88
2026-04-23,NIFTY HIGHBETA 50,Strategy Indices,31.39,3.72,0.89
2026-04-24,NIFTY HIGHBETA 50,Strategy Indices,31.09,3.69,0.9
2026-04-27,NIFTY HIGHBETA 50,Strategy Indices,31.72,3.76,0.88
2026-04-28,NIFTY HIGHBETA 50,Strategy Indices,31.59,3.77,0.88
2026-04-29,NIFTY HIGHBETA 50,Strategy Indices,31.63,3.77,0.88
2026-04-30,NIFTY HIGHBETA 50,Strategy Indices,31.8,3.75,0.88
2026-03-02,NIFTY LOW VOL 50,Strategy Indices,30.09,5.0,1.2
2026-03-04,NIFTY LOW VOL 50,Strategy Indices,29.56,4.92,1.22
2026-03-05,NIFTY LOW VOL 50,Strategy Indices,29.83,4.96,1.21
2026-03-06,NIFTY LOW VOL 50,Strategy Indices,29.62,4.93,1.22
2026-03-09,NIFTY LOW VOL 50,Strategy Indices,29.15,4.85,1.23
2026-03-10,NIFTY LOW VOL 50,Strategy Indices,29.53,4.91,1.22
2026-03-11,NIFTY LOW VOL 50,Strategy Indices,29.1,4.84,1.24
2026-03-12,NIFTY LOW VOL 50,Strategy Indices,28.81,4.79,1.25
2026-03-13,NIFTY LOW VOL 50,Strategy Indices,28.26,4.7,1.28
2026-03-16,NIFTY LOW VOL 50,Strategy Indices,28.4,4.72,1.27
2026-03-17,NIFTY LOW VOL 50,Strategy Indices,28.48,4.74,1.27
2026-03-18,NIFTY LOW VOL 50,Strategy Indices,28.72,4.78,1.26
2026-03-19,NIFTY LOW VOL 50,Strategy Indices,27.89,4.64,1.3
2026-03-20,NIFTY LOW VOL 50,Strategy Indices,28.09,4.67,1.29
2026-03-23,NIFTY LOW VOL 50,Strategy Indices,27.39,4.56,1.32
2026-03-24,NIFTY LOW VOL 50,Strategy Indices,27.84,4.63,1.3
2026-03-25,NIFTY LOW VOL 50,Strategy Indices,28.34,4.71,1.28
2026-03-27,NIFTY LOW VOL 50,Strategy Indices,27.88,4.64,1.3
2026-03-30,NIFTY LOW VOL 50,Strategy Indices,27.63,4.57,1.34
2026-04-01,NIFTY LOW VOL 50,Strategy Indices,27.89,4.62,1.33
2026-04-02,NIFTY LOW VOL 50,Strategy Indices,27.88,4.61,1.33
2026-04-06,NIFTY LOW VOL 50,Strategy Indices,28.21,4.67,1.31
2026-04-07,NIFTY LOW VOL 50,Strategy Indices,28.36,4.7,1.3
2026-04-08,NIFTY LOW VOL 50,Strategy Indices,29.1,4.82,1.27
2026-04-09,NIFTY LOW VOL 50,Strategy Indices,29.03,4.81,1.27
2026-04-10,NIFTY LOW VOL 50,Strategy Indices,29.37,4.86,1.26
2026-04-13,NIFTY LOW VOL 50,Strategy Indices,29.08,4.82,1.27
2026-04-15,NIFTY LOW VOL 50,Strategy Indices,29.57,4.9,1.25
2026-04-16,NIFTY LOW VOL 50,Strategy Indices,29.54,4.89,1.25
2026-04-17,NIFTY LOW VOL 50,Strategy Indices,29.88,4.95,1.23
2026-04-20,NIFTY LOW VOL 50,Strategy Indices,29.89,4.95,1.23
2026-04-21,NIFTY LOW VOL 50,Strategy Indices,30.03,4.99,1.22
2026-04-22,NIFTY LOW VOL 50,Strategy Indices,29.9,4.97,1.23
2026-04-23,NIFTY LOW VOL 50,Strategy Indices,29.81,4.95,1.23
2026-04-24,NIFTY LOW VOL 50,Strategy Indices,29.41,4.89,1.28
2026-04-27,NIFTY LOW VOL 50,Strategy Indices,29.62,4.93,1.27
2026-04-28,NIFTY LOW VOL 50,Strategy Indices,29.42,4.9,1.25
2026-04-29,NIFTY LOW VOL 50,Strategy Indices,29.58,4.93,1.24
2026-04-30,NIFTY LOW VOL 50,Strategy Indices,29.38,4.9,1.25
2026-03-02,NIFTYM150MOMNTM50,Strategy Indices,31.74,4.96,0.81
2026-03-04,NIFTYM150MOMNTM50,Strategy Indices,31.0,4.84,0.83
2026-03-05,NIFTYM150MOMNTM50,Strategy Indices,31.56,4.93,0.81
2026-03-06,NIFTYM150MOMNTM50,Strategy Indices,31.26,4.88,0.82
2026-03-09,NIFTYM150MOMNTM50,Strategy Indices,30.61,4.78,0.84
2026-03-10,NIFTYM150MOMNTM50,Strategy Indices,31.15,4.87,0.82
2026-03-11,NIFTYM150MOMNTM50,Strategy Indices,30.61,4.78,0.84
2026-03-12,NIFTYM150MOMNTM50,Strategy Indices,30.47,4.76,0.84
2026-03-13,NIFTYM150MOMNTM50,Strategy Indices,29.62,4.63,0.87
2026-03-16,NIFTYM150MOMNTM50,Strategy Indices,29.6,4.63,0.87
2026-03-17,NIFTYM150MOMNTM50,Strategy Indices,29.98,4.68,0.86
2026-03-18,NIFTYM150MOMNTM50,Strategy Indices,30.55,4.77,0.84
2026-03-19,NIFTYM150MOMNTM50,Strategy Indices,29.52,4.61,0.87
2026-03-20,NIFTYM150MOMNTM50,Strategy Indices,29.69,4.64,0.86
2026-03-23,NIFTYM150MOMNTM50,Strategy Indices,28.47,4.45,0.9
2026-03-24,NIFTYM150MOMNTM50,Strategy Indices,29.29,4.58,0.88
2026-03-25,NIFTYM150MOMNTM50,Strategy Indices,30.03,4.69,0.85
2026-03-27,NIFTYM150MOMNTM50,Strategy Indices,29.31,4.58,0.88
2026-03-30,NIFTYM150MOMNTM50,Strategy Indices,28.45,4.45,0.9
2026-04-01,NIFTYM150MOMNTM50,Strategy Indices,29.14,4.55,0.88
2026-04-02,NIFTYM150MOMNTM50,Strategy Indices,28.99,4.53,0.88
2026-04-06,NIFTYM150MOMNTM50,Strategy Indices,29.54,4.62,0.87
2026-04-07,NIFTYM150MOMNTM50,Strategy Indices,29.48,4.61,0.87
2026-04-08,NIFTYM150MOMNTM50,Strategy Indices,31.03,4.85,0.83
2026-04-09,NIFTYM150MOMNTM50,Strategy Indices,31.1,4.86,0.82
2026-04-10,NIFTYM150MOMNTM50,Strategy Indices,31.76,4.96,0.81
2026-04-13,NIFTYM150MOMNTM50,Strategy Indices,31.4,4.91,0.82
2026-04-15,NIFTYM150MOMNTM50,Strategy Indices,31.93,4.99,0.8
2026-04-16,NIFTYM150MOMNTM50,Strategy Indices,31.91,4.99,0.8
2026-04-17,NIFTYM150MOMNTM50,Strategy Indices,32.28,5.05,0.83
2026-04-20,NIFTYM150MOMNTM50,Strategy Indices,32.27,5.04,0.83
